32;16;10;5;1;10;1510758282;10;255;1510758288;1
32;16;10;5;1;10;1510758284;10;255;1510758291;1
32;16;10;5;1;10;1510758287;10;255;1510758294;1
32;16;10;5;1;10;1510758296;10;255;1510758302;1
32;16;10;5;1;10;1510759334;10;255;1510759342;0
32;16;10;5;1;10;1510759558;10;255;1510759565;1
32;16;10;5;1;10;1510759607;10;255;1510759614;1
32;16;10;5;1;10;1510759671;10;255;1510759679;1
32;16;10;5;1;10;1510760596;10;255;1510760604;1
32;16;10;5;1;10;1510760804;10;255;1510760811;1
32;16;10;5;1;10;1510760814;10;255;1510760821;1
32;16;10;5;1;10;1510760855;10;255;1510760862;1
32;16;10;5;1;10;1510761669;10;255;1510761676;1
32;16;10;5;1;10;1510762013;10;255;1510762019;1
32;16;10;5;1;10;1510762153;10;255;1510762160;1
32;16;10;5;1;10;1510762217;10;255;1510762224;1
32;16;10;5;1;10;1510762865;10;255;1510762872;1
32;16;10;5;1;10;1510763083;10;255;1510763090;1
32;16;10;5;1;10;1510763307;10;255;1510763313;1
32;16;10;5;1;10;1510763345;10;255;1510763352;1
32;16;10;5;1;10;1510763831;10;255;1510763838;1
32;16;10;5;1;10;1510763950;10;255;1510763957;1
32;16;10;5;1;10;1510764344;10;255;1510764351;1
32;16;10;5;1;10;1510764517;10;255;1510764524;1
32;16;10;5;1;10;1510764862;10;255;1510764868;1
32;16;10;5;1;10;1510765035;10;255;1510765041;1
32;16;10;5;1;10;1510765586;10;255;1510765592;1
32;16;10;5;1;10;1510765725;10;255;1510765731;1
32;16;10;5;1;10;1510766084;10;255;1510766091;1
32;16;10;5;1;10;1510766120;10;255;1510766126;1
32;16;10;5;1;10;1510766959;10;255;1510766966;1
32;16;10;5;1;10;1510767103;10;255;1510767109;1
32;16;10;5;1;10;1510767139;10;255;1510767146;1
32;16;10;5;1;10;1510767192;10;255;1510767199;1
32;16;10;5;1;10;1510768216;10;255;1510768223;1
32;16;10;5;1;10;1510768264;10;255;1510768271;1
32;16;10;5;1;10;1510768484;10;255;1510768490;1
32;16;10;5;1;10;1510768569;10;255;1510768576;1
32;16;10;5;1;10;1510769127;10;255;1510769134;1
32;16;10;5;1;10;1510769410;10;255;1510769417;1
32;16;10;5;1;10;1510769657;10;255;1510769663;1
32;16;10;5;1;10;1510769687;10;255;1510769694;1
32;16;10;5;1;10;1510770467;10;255;1510770474;1
32;16;10;5;1;10;1510770508;10;255;1510770514;1
32;16;10;5;1;10;1510770797;10;255;1510770803;1
32;16;10;5;1;10;1510770904;10;255;1510770911;1
32;16;10;5;1;10;1510771591;10;255;1510771597;1
