32;16;8;4;2;1502029094;17;63;1502029119;0
32;16;8;4;2;1502029119;21;63;1502029149;0
32;16;8;4;2;1502029149;10;63;1502029163;0
32;16;8;4;2;1502029163;15;63;1502029185;0
32;16;8;4;2;1502029185;8;63;1502029197;0
32;16;8;4;2;1502029197;16;63;1502029221;0
32;16;8;4;2;1502029221;13;63;1502029240;0
32;16;8;4;2;1502029240;22;63;1502029271;0
32;16;8;4;2;1502029271;19;63;1502029298;0
32;16;8;4;2;1502029298;17;63;1502029323;0
32;16;8;4;2;1502029323;27;63;1502029360;0
32;16;8;4;2;1502029360;15;63;1502029381;0
32;16;8;4;2;1502029381;14;63;1502029400;0
32;16;8;4;2;1502029400;14;63;1502029421;0
32;16;8;4;2;1502029421;13;63;1502029440;0
32;16;8;4;2;1502029440;25;63;1502029475;0
32;16;8;4;2;1502029475;13;63;1502029493;0
32;16;8;4;2;1502029493;13;63;1502029511;0
32;16;8;4;2;1502029511;15;63;1502029532;0
32;16;8;4;2;1502029532;15;63;1502029554;0
32;16;8;4;2;1502029554;18;63;1502029578;0
32;16;8;4;2;1502029578;16;63;1502029602;0
32;16;8;4;2;1502029602;21;63;1502029631;0
32;16;8;4;2;1502029631;14;63;1502029652;0
32;16;8;4;2;1502029652;13;63;1502029670;0
32;16;8;4;2;1502029670;14;63;1502029690;0
32;16;8;4;2;1502029690;14;63;1502029710;0
32;16;8;4;2;1502029710;17;63;1502029734;0
32;16;8;4;2;1502029734;16;63;1502029757;0
32;16;8;4;2;1502029757;17;63;1502029781;0
32;16;8;4;2;1502029781;24;63;1502029814;0
32;16;8;4;2;1502029814;20;63;1502029842;0
32;16;8;4;2;1502029842;16;63;1502029866;0
32;16;8;4;2;1502029866;15;63;1502029887;0
32;16;8;4;2;1502029887;10;63;1502029901;0
32;16;8;4;2;1502029901;14;63;1502029920;0
32;16;8;4;2;1502029920;17;63;1502029945;0
32;16;8;4;2;1502029945;14;63;1502029965;0
32;16;8;4;2;1502029965;13;63;1502029983;0
32;16;8;4;2;1502029983;7;63;1502029994;0
32;16;8;4;2;1502029994;24;63;1502030029;0
32;16;8;4;2;1502030029;11;63;1502030044;0
32;16;8;4;2;1502030044;16;63;1502030066;0
32;16;8;4;2;1502030066;11;63;1502030081;0
32;16;8;4;2;1502030081;13;63;1502030099;0
32;16;8;4;2;1502030099;17;63;1502030123;0
32;16;8;4;2;1502030123;17;63;1502030147;0
32;16;8;4;2;1502030147;18;63;1502030173;0
32;16;8;4;2;1502030173;20;63;1502030202;0
32;16;8;4;2;1502030202;10;63;1502030217;0
32;16;8;4;2;1502030217;19;63;1502030244;0
32;16;8;4;2;1502030244;14;63;1502030264;0
32;16;8;4;2;1502030264;9;63;1502030276;0
32;16;8;4;2;1502030276;9;63;1502030289;0
32;16;8;4;2;1502030289;15;63;1502030311;0
32;16;8;4;2;1502030311;15;63;1502030333;0
32;16;8;4;2;1502030333;12;63;1502030350;0
32;16;8;4;2;1502030350;14;63;1502030370;0
32;16;8;4;2;1502030370;19;63;1502030397;0
32;16;8;4;2;1502030397;16;63;1502030419;0
32;16;8;4;2;1502030419;7;63;1502030429;0
32;16;8;4;2;1502030429;15;63;1502030450;0
32;16;8;4;2;1502030450;7;63;1502030460;0
32;16;8;4;2;1502030460;15;63;1502030482;0
32;16;8;4;2;1502030482;13;63;1502030500;0
32;16;8;4;2;1502030500;15;63;1502030522;0
32;16;8;4;2;1502030522;13;63;1502030541;0
32;16;8;4;2;1502030541;16;63;1502030564;0
32;16;8;4;2;1502030564;14;63;1502030584;0
32;16;8;4;2;1502030584;14;63;1502030604;0
32;16;8;4;2;1502030604;12;63;1502030621;0
32;16;8;4;2;1502030621;14;63;1502030641;0
32;16;8;4;2;1502030641;17;63;1502030665;0
32;16;8;4;2;1502030665;19;63;1502030692;0
32;16;8;4;2;1502030692;18;63;1502030718;0
32;16;8;4;2;1502030718;15;63;1502030739;0
32;16;8;4;2;1502030739;19;63;1502030766;0
32;16;8;4;2;1502030766;16;63;1502030788;0
32;16;8;4;2;1502030788;14;63;1502030808;0
32;16;8;4;2;1502030808;18;63;1502030835;0
32;16;8;4;2;1502030835;20;63;1502030862;0
32;16;8;4;2;1502030862;18;63;1502030888;0
32;16;8;4;2;1502030888;16;63;1502030911;0
32;16;8;4;2;1502030911;15;63;1502030931;0
32;16;8;4;2;1502030931;16;63;1502030954;0
32;16;8;4;2;1502030954;14;63;1502030974;0
32;16;8;4;2;1502030974;17;63;1502030998;0
32;16;8;4;2;1502030998;15;63;1502031019;0
32;16;8;4;2;1502031019;13;63;1502031038;0
32;16;8;4;2;1502031038;14;63;1502031058;0
32;16;8;4;2;1502031058;13;63;1502031076;0
32;16;8;4;2;1502031076;16;63;1502031100;0
32;16;8;4;2;1502031100;10;63;1502031114;0
32;16;8;4;2;1502031114;9;63;1502031128;0
32;16;8;4;2;1502031128;9;63;1502031141;0
32;16;8;4;2;1502031141;15;63;1502031162;0
32;16;8;4;2;1502031162;10;63;1502031176;0
32;16;8;4;2;1502031176;23;63;1502031209;0
32;16;8;4;2;1502031209;17;63;1502031233;0
32;16;8;4;2;1502031233;16;63;1502031255;0
