32;16;10;5;1;43;1509981753;43;255;1509981762;0
32;16;10;5;1;43;1509981822;43;255;1509981830;0
32;16;10;5;1;43;1509981890;43;255;1509981899;0
32;16;10;5;1;43;1509982001;43;255;1509982009;0
32;16;10;5;1;43;1509982747;43;255;1509982756;0
32;16;10;5;1;43;1509982805;43;255;1509982813;0
32;16;10;5;1;43;1509982874;43;255;1509982882;0
32;16;10;5;1;43;1509982977;43;255;1509982985;0
32;16;10;5;1;43;1509983691;43;255;1509983699;1
32;16;10;5;1;43;1509983749;43;255;1509983757;0
32;16;10;5;1;43;1509983817;43;255;1509983826;0
32;16;10;5;1;43;1509983929;43;255;1509983937;0
32;16;10;5;1;43;1509984634;43;255;1509984642;0
32;16;10;5;1;43;1509984689;43;255;1509984697;1
32;16;10;5;1;43;1509984759;43;255;1509984767;0
32;16;10;5;1;43;1509984867;43;255;1509984875;0
32;16;10;5;1;43;1509985574;43;255;1509985582;0
32;16;10;5;1;43;1509985630;43;255;1509985639;0
32;16;10;5;1;43;1509985702;43;255;1509985710;0
32;16;10;5;1;43;1509985809;43;255;1509985817;1
32;16;10;5;1;43;1509986515;43;255;1509986523;0
32;16;10;5;1;43;1509986573;43;255;1509986581;0
32;16;10;5;1;43;1509986642;43;255;1509986650;0
32;16;10;5;1;43;1509986753;43;255;1509986761;0
32;16;10;5;1;43;1509987455;43;255;1509987463;1
32;16;10;5;1;43;1509987517;43;255;1509987525;0
32;16;10;5;1;43;1509987581;43;255;1509987589;0
32;16;10;5;1;43;1509987695;43;255;1509987703;0
32;16;10;5;1;43;1509988398;43;255;1509988406;0
32;16;10;5;1;43;1509988459;43;255;1509988467;1
32;16;10;5;1;43;1509988521;43;255;1509988529;1
32;16;10;5;1;43;1509988637;43;255;1509988645;0
32;16;10;5;1;43;1509989339;43;255;1509989347;1
32;16;10;5;1;43;1509989401;43;255;1509989409;0
32;16;10;5;1;43;1509989466;43;255;1509989475;0
32;16;10;5;1;43;1509989578;43;255;1509989586;0
32;16;10;5;1;43;1509990280;43;255;1509990288;1
32;16;10;5;1;43;1509990344;43;255;1509990352;0
32;16;10;5;1;43;1509990406;43;255;1509990414;0
32;16;10;5;1;43;1509990520;43;255;1509990528;0
32;16;10;5;1;43;1509991223;43;255;1509991231;0
32;16;10;5;1;43;1509991284;43;255;1509991292;1
32;16;10;5;1;43;1509991347;43;255;1509991355;0
32;16;10;5;1;43;1509991463;43;255;1509991471;1
32;16;10;5;1;43;1509992164;43;255;1509992172;1
32;16;10;5;1;43;1509992225;43;255;1509992233;0
32;16;10;5;1;43;1509992286;43;255;1509992294;0
32;16;10;5;1;43;1509992404;43;255;1509992412;0
32;16;10;5;1;43;1509993108;43;255;1509993116;0
32;16;10;5;1;43;1509993167;43;255;1509993175;0
32;16;10;5;1;43;1509993227;43;255;1509993236;0
32;16;10;5;1;43;1509993346;43;255;1509993354;0
32;16;10;5;1;43;1509994048;43;255;1509994056;0
32;16;10;5;1;43;1509994108;43;255;1509994116;0
32;16;10;5;1;43;1509994169;43;255;1509994177;1
32;16;10;5;1;43;1509994288;43;255;1509994297;0
32;16;10;5;1;43;1509994990;43;255;1509994998;0
32;16;10;5;1;43;1509995049;43;255;1509995057;0
32;16;10;5;1;43;1509995109;43;255;1509995118;0
32;16;10;5;1;43;1509995229;43;255;1509995237;1
32;16;10;5;1;43;1509995937;43;255;1509995945;1
32;16;10;5;1;43;1509995992;43;255;1509996000;0
32;16;10;5;1;43;1509996068;43;255;1509996076;1
32;16;10;5;1;43;1509996170;43;255;1509996178;1
32;16;10;5;1;43;1509996879;43;255;1509996887;0
32;16;10;5;1;43;1509996932;43;255;1509996940;0
32;16;10;5;1;43;1509997009;43;255;1509997017;0
32;16;10;5;1;43;1509997112;43;255;1509997120;1
32;16;10;5;1;43;1509997820;43;255;1509997828;0
32;16;10;5;1;43;1509997877;43;255;1509997885;0
32;16;10;5;1;43;1509997951;43;255;1509997959;0
32;16;10;5;1;43;1509998052;43;255;1509998060;0
32;16;10;5;1;43;1509998762;43;255;1509998770;0
32;16;10;5;1;43;1509998817;43;255;1509998825;0
32;16;10;5;1;43;1509998891;43;255;1509998899;0
